시도,군구,관광지명,유료/무료,연도월,입장객수,연도
서울특별시,중구,남산골한옥마을,,2019년 04월,21015.0,2019
서울특별시,중구,덕수궁,,2019년 04월,43007.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 04월,3954.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 04월,12879.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 04월,503.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 04월,6.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 04월,90.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 04월,2750.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 04월,23216.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 04월,12.0,2019
서울특별시,강남구,선릉·정릉,,2019년 04월,2117.0,2019
서울특별시,종로구,경복궁,,2019년 05월,124746.0,2019
서울특별시,종로구,종묘,,2019년 05월,7408.0,2019
서울특별시,종로구,창경궁,,2019년 05월,7732.0,2019
서울특별시,종로구,창덕궁,,2019년 05월,51539.0,2019
서울특별시,중구,남산골한옥마을,,2019년 05월,16435.0,2019
서울특별시,중구,덕수궁,,2019년 05월,32004.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 05월,4610.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 05월,13111.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 05월,554.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 05월,11.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 05월,23.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 05월,3032.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 05월,17187.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 05월,7.0,2019
서울특별시,강남구,선릉·정릉,,2019년 05월,2207.0,2019
서울특별시,종로구,경복궁,,2019년 06월,118578.0,2019
서울특별시,종로구,종묘,,2019년 06월,6358.0,2019
서울특별시,종로구,창경궁,,2019년 06월,6524.0,2019
서울특별시,종로구,창덕궁,,2019년 06월,39865.0,2019
서울특별시,중구,남산골한옥마을,,2019년 06월,15115.0,2019
서울특별시,중구,덕수궁,,2019년 06월,26726.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 06월,4105.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 06월,11368.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 06월,333.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 06월,8.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 06월,32.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 06월,1177.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 06월,22319.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 06월,16.0,2019
서울특별시,강남구,선릉·정릉,,2019년 06월,2173.0,2019
서울특별시,종로구,경복궁,,2019년 07월,96569.0,2019
서울특별시,종로구,종묘,,2019년 07월,5354.0,2019
서울특별시,종로구,창경궁,,2019년 07월,6626.0,2019
서울특별시,종로구,창덕궁,,2019년 07월,35995.0,2019
서울특별시,중구,남산골한옥마을,,2019년 07월,13660.0,2019
서울특별시,중구,덕수궁,,2019년 07월,24981.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 07월,6067.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 07월,16203.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 07월,293.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 07월,11.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 07월,23.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 07월,1177.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 07월,24813.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 07월,1.0,2019
서울특별시,강남구,선릉·정릉,,2019년 07월,1673.0,2019
서울특별시,종로구,경복궁,,2019년 08월,184321.0,2019
서울특별시,종로구,종묘,,2019년 08월,2655.0,2019
서울특별시,종로구,창경궁,,2019년 08월,12070.0,2019
서울특별시,종로구,창덕궁,,2019년 08월,52126.0,2019
서울특별시,중구,남산골한옥마을,,2019년 08월,11255.0,2019
서울특별시,중구,덕수궁,,2019년 08월,34356.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 08월,5089.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 08월,14957.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 08월,431.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 08월,3.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 08월,26.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 08월,2416.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 08월,25813.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 08월,1.0,2019
서울특별시,강남구,선릉·정릉,,2019년 08월,2232.0,2019
서울특별시,종로구,경복궁,,2019년 09월,175337.0,2019
서울특별시,종로구,종묘,,2019년 09월,4932.0,2019
서울특별시,종로구,창경궁,,2019년 09월,10446.0,2019
서울특별시,종로구,창덕궁,,2019년 09월,52438.0,2019
서울특별시,중구,남산골한옥마을,,2019년 09월,11396.0,2019
서울특별시,중구,덕수궁,,2019년 09월,28923.0,2019
서울특별시,중구,서울시립미술관 본관,,2019년 09월,4450.0,2019
서울특별시,용산구,국립중앙박물관,,2019년 09월,12516.0,2019
서울특별시,동대문구,서울약령시 한의약박물관,,2019년 09월,294.0,2019
서울특별시,노원구,태릉 ·  강릉 · 조선왕릉전시관,,2019년 09월,9.0,2019
서울특별시,서대문구,서대문자연사박물관,,2019년 09월,11.0,2019
서울특별시,서대문구,서대문형무소역사관,,2019년 09월,11705.0,2019
서울특별시,마포구,트릭아이미술관,,2019년 09월,17204.0,2019
서울특별시,서초구,헌릉ㆍ인릉,,2019년 09월,3.0,2019
서울특별시,강남구,선릉·정릉,,2019년 09월,4229.0,2019
서울특별시,종로구,경복궁,,2019년 10월,118553.0,2019
서울특별시,종로구,종묘,,2019년 10월,6252.0,2019
서울특별시,종로구,창경궁,,2019년 10월,10879.0,2019
서울특별시,종로구,창덕궁,,2019년 10월,63372.0,2019
서울특별시,중구,남산골한옥마을,,2019년 10월,15533.0,2019
